DrugBank ID	SIDE EFFECT	MIN	MEAN	MAX	Drug name
DB00686	Gastrointestinal pain	2.0	2.0	2.0	Pentosan polysulfate
DB00686	Headache	1.0	2.0	3.0	Pentosan polysulfate
DB00686	Hyperhidrosis	1.0	1.0	1.0	Pentosan polysulfate
DB00686	Hyperkinesia	1.0	1.0	1.0	Pentosan polysulfate
DB00686	Insomnia	1.0	1.0	1.0	Pentosan polysulfate
DB00686	Lacrimation	1.0	1.0	1.0	Pentosan polysulfate
DB00686	Lacrimation increased	1.0	1.0	1.0	Pentosan polysulfate
DB00686	Mood swings	2.0	2.0	2.0	Pentosan polysulfate
DB00686	Nausea	3.0	3.5	4.0	Pentosan polysulfate
DB00686	Nystagmus	1.0	1.0	1.0	Pentosan polysulfate
DB00686	Rash	3.0	3.0	3.0	Pentosan polysulfate
DB00686	Rhinitis	1.0	1.0	1.0	Pentosan polysulfate
DB00686	Sweating increased	1.0	1.0	1.0	Pentosan polysulfate
DB00686	Vaginal infection	1.0	1.0	1.0	Pentosan polysulfate
DB00686	Vaginal inflammation	1.0	1.0	1.0	Pentosan polysulfate
DB00688	Abdominal distension	3.5	11.025	18.8	Mycophenolate mofetil
DB00688	Abdominal pain	7.3	23.7928571429	62.5	Mycophenolate mofetil
DB00688	Accidental injury	11.2	15.025	19.0	Mycophenolate mofetil
DB00688	Acidosis	14.2	15.4	16.6	Mycophenolate mofetil
DB00688	Acne	6.4	9.52	12.1	Mycophenolate mofetil
DB00688	Agitation	12.8	12.95	13.1	Mycophenolate mofetil
DB00688	Alanine aminotransferase increased	2.8	6.54285714286	15.6	Mycophenolate mofetil
DB00688	Amblyopia	6.6	10.75	14.9	Mycophenolate mofetil
DB00688	Anaemia	3.4	22.735714285700002	53.0	Mycophenolate mofetil
DB00688	Anorexia	2.4	10.1666666667	25.3	Mycophenolate mofetil
DB00688	Anxiety	17.8	22.4	28.4	Mycophenolate mofetil
DB00688	Arrhythmia	18.7	18.85	19.0	Mycophenolate mofetil
DB00688	Ascites	22.6	23.4	24.2	Mycophenolate mofetil
DB00688	Aspartate aminotransferase increased	1.5	6.71428571429	17.3	Mycophenolate mofetil
DB00688	Asthenia	1.8	18.9636363636	43.3	Mycophenolate mofetil
DB00688	Asthma	11.1	11.25	11.4	Mycophenolate mofetil
DB00688	Atelectasis	12.9	12.95	13.0	Mycophenolate mofetil
DB00688	Back pain	11.6	27.8285714286	47.4	Mycophenolate mofetil
DB00688	Blood alkaline phosphatase increased	1.8	2.98	4.2	Mycophenolate mofetil
DB00688	Blood creatinine increased	19.9	29.225	39.4	Mycophenolate mofetil
DB00688	Blood lactate dehydrogenase increased	2.8	8.81428571429	23.2	Mycophenolate mofetil
DB00688	Blood urea increased	10.1	22.525	34.6	Mycophenolate mofetil
DB00688	Blood uric acid increased	16.3	16.95	17.6	Mycophenolate mofetil
DB00688	Body temperature increased	1.0	21.5846153846	56.1	Mycophenolate mofetil
DB00688	Bradycardia	17.3	17.3	17.3	Mycophenolate mofetil
DB00688	Bronchitis	1.5	1.5	1.5	Mycophenolate mofetil
DB00688	Candida infection	3.1	9.61	12.1	Mycophenolate mofetil
DB00688	Cardiac failure	8.7	10.25	11.8	Mycophenolate mofetil
DB00688	Cardiovascular disorder	24.2	24.9	25.6	Mycophenolate mofetil
DB00688	Chest pain	13.2	17.5428571429	26.3	Mycophenolate mofetil
DB00688	Chills	10.1	10.7666666667	11.4	Mycophenolate mofetil
DB00688	Cholangitis	13.6	13.85	14.1	Mycophenolate mofetil
DB00688	Confusional state	7.6	14.3	18.8	Mycophenolate mofetil
DB00688	Constipation	1.3	17.26875	41.2	Mycophenolate mofetil
DB00688	Cough	12.5	18.4142857143	31.1	Mycophenolate mofetil
DB00688	Cough increased	12.5	18.4142857143	31.1	Mycophenolate mofetil
DB00688	Cramps of lower extremities	15.6	16.1	16.6	Mycophenolate mofetil
DB00688	Creatinine increased	19.9	29.225	39.4	Mycophenolate mofetil
DB00688	Decreased appetite	2.4	10.1666666667	25.3	Mycophenolate mofetil
DB00688	Depression	12.5	15.525	17.3	Mycophenolate mofetil
DB00688	Dermatitis	17.7	19.075	22.1	Mycophenolate mofetil
DB00688	Diarrhoea	9.1	26.51875	51.3	Mycophenolate mofetil
DB00688	Dizziness	5.7	16.4	28.7	Mycophenolate mofetil
DB00688	Dyspepsia	1.2	12.5928571429	22.4	Mycophenolate mofetil
DB00688	Dyspnoea	15.5	26.2428571429	36.7	Mycophenolate mofetil
DB00688	Ecchymosis	8.0	12.3	16.6	Mycophenolate mofetil
DB00688	Enlargement abdomen	3.5	11.025	18.8	Mycophenolate mofetil
DB00688	Feeling abnormal	7.6	14.3	18.8	Mycophenolate mofetil
DB00688	Flatulence	1.8	7.49	15.6	Mycophenolate mofetil
DB00688	Fluid overload	16.6	19.7	22.8	Mycophenolate mofetil
DB00688	Fluid retention	14.8	17.225	20.1	Mycophenolate mofetil
DB00688	Gastritis	1.2	3.15	5.2	Mycophenolate mofetil
DB00688	Gastroenteritis	1.5	2.525	4.4	Mycophenolate mofetil
DB00688	Gastrointestinal candidiasis	1.3	2.53333333333	4.2	Mycophenolate mofetil
DB00688	Gastrointestinal pain	7.3	23.7928571429	62.5	Mycophenolate mofetil
DB00688	Generalised oedema	14.8	17.225	20.1	Mycophenolate mofetil
DB00688	Haematuria	11.3	12.4666666667	14.0	Mycophenolate mofetil
DB00688	Headache	2.7	23.2307692308	54.3	Mycophenolate mofetil
DB00688	Hepatitis	4.7	10.425	16.0	Mycophenolate mofetil
DB00688	Hepatocellular injury	3.1	3.1	3.1	Mycophenolate mofetil
DB00688	Hernia	8.7	10.15	11.6	Mycophenolate mofetil
DB00688	Herpes simplex	5.6	13.5555555556	20.8	Mycophenolate mofetil
DB00688	Herpes zoster	4.0	6.15	10.7	Mycophenolate mofetil
DB00688	Hyperbilirubinaemia	6.2	14.416666666700001	21.8	Mycophenolate mofetil
DB00688	Hypercholesterolaemia	8.5	22.44	41.2	Mycophenolate mofetil
DB00688	Hyperglycaemia	8.6	32.5428571429	52.6	Mycophenolate mofetil
DB00688	Hyperhidrosis	10.1	10.45	10.8	Mycophenolate mofetil
DB00688	Hyperkalaemia	8.9	16.571428571400002	23.7	Mycophenolate mofetil
DB00688	Hyperlipidaemia	3.0	5.88	10.7	Mycophenolate mofetil
DB00688	Hypertension	2.8	41.5111111111	77.5	Mycophenolate mofetil
DB00688	Hypertonia	14.5	15.05	15.6	Mycophenolate mofetil
DB00688	Hyperuricaemia	16.3	16.95	17.6	Mycophenolate mofetil
DB00688	Hypocalcaemia	30.0	30.0	30.0	Mycophenolate mofetil
DB00688	Hypochromic anaemia	4.2	12.333333333299999	24.6	Mycophenolate mofetil
DB00688	Hypoglycaemia	9.1	9.8	10.5	Mycophenolate mofetil
DB00688	Hypokalaemia	8.3	23.4428571429	41.1	Mycophenolate mofetil
DB00688	Hypomagnesaemia	12.8	26.925	39.0	Mycophenolate mofetil
DB00688	Hyponatraemia	11.4	11.6	11.8	Mycophenolate mofetil
DB00688	Hypophosphataemia	4.3	9.8	15.8	Mycophenolate mofetil
DB00688	Hypoproteinaemia	13.4	13.65	13.9	Mycophenolate mofetil
DB00688	Hypotension	18.4	26.95	36.0	Mycophenolate mofetil
DB00688	Impaired healing	8.7	9.6	10.5	Mycophenolate mofetil
DB00688	Infection	1.8	12.996666666700001	37.0	Mycophenolate mofetil
DB00688	Injury	11.2	15.025	19.0	Mycophenolate mofetil
DB00688	Insomnia	2.1	20.3363636364	52.3	Mycophenolate mofetil
DB00688	Jaundice cholestatic	10.8	11.35	11.9	Mycophenolate mofetil
DB00688	Kidney function abnormal	21.8	25.65	28.9	Mycophenolate mofetil
DB00688	Lactic dehydrogenase activity increased	2.8	8.81428571429	23.2	Mycophenolate mofetil
DB00688	Leukocytosis	2.1	13.55	40.5	Mycophenolate mofetil
DB00688	Leukopenia	19.0	32.0571428571	45.8	Mycophenolate mofetil
DB00688	Liver function test abnormal	2.1	8.4	24.9	Mycophenolate mofetil
DB00688	Liver injury	3.1	3.1	3.1	Mycophenolate mofetil
DB00688	Lung disorder	18.8	25.0	30.1	Mycophenolate mofetil
DB00688	Malnutrition	4.9	5.74	7.3	Mycophenolate mofetil
DB00688	Melaena	2.8	3.0	3.2	Mycophenolate mofetil
DB00688	Muscle spasms	15.6	16.1	16.6	Mycophenolate mofetil
DB00688	Muscular weakness	9.7	11.1	12.5	Mycophenolate mofetil
DB00688	Musculoskeletal discomfort	9.3	10.9	12.5	Mycophenolate mofetil
DB00688	Myalgia	9.3	10.9	12.5	Mycophenolate mofetil
DB00688	Myasthenia	9.7	11.1	12.5	Mycophenolate mofetil
DB00688	Nausea	2.4	18.8125	54.5	Mycophenolate mofetil
DB00688	Nervousness	9.0	10.25	11.4	Mycophenolate mofetil
DB00688	Oedema	11.8	19.65	28.2	Mycophenolate mofetil
DB00688	Oedema peripheral	27.0	42.4571428571	64.0	Mycophenolate mofetil
DB00688	Oesophagitis	2.1	3.7	4.8	Mycophenolate mofetil
DB00688	Oliguria	12.8	16.15	20.6	Mycophenolate mofetil
DB00688	Oral candidiasis	3.1	9.61	12.1	Mycophenolate mofetil
DB00688	Pain	1.8	40.61	77.7	Mycophenolate mofetil
DB00688	Paraesthesia	15.2	17.325	20.8	Mycophenolate mofetil
DB00688	Pericardial effusion	13.5	14.7	15.9	Mycophenolate mofetil
DB00688	Peritonitis	3.2	7.675	12.5	Mycophenolate mofetil
DB00688	Pharyngitis	2.7	11.225	18.3	Mycophenolate mofetil
DB00688	Phosphatase alkaline increased	1.8	2.98	4.2	Mycophenolate mofetil
DB00688	Pleural effusion	13.8	25.25	35.9	Mycophenolate mofetil
DB00688	Pneumonia	1.2	5.72727272727	13.7	Mycophenolate mofetil
DB00688	Pneumothorax	12.9	12.95	13.0	Mycophenolate mofetil
DB00688	Pruritus	10.5	12.3	14.1	Mycophenolate mofetil
DB00688	Rash	17.7	19.075	22.1	Mycophenolate mofetil
DB00688	Renal impairment	21.8	25.65	28.9	Mycophenolate mofetil
DB00688	Renal tubular necrosis	5.8	7.36666666667	10.0	Mycophenolate mofetil
DB00688	Respiratory moniliasis	4.3	4.95	5.6	Mycophenolate mofetil
DB00688	Rhinitis	15.6	17.3	19.0	Mycophenolate mofetil
DB00688	Sepsis	2.0	15.9357142857	27.4	Mycophenolate mofetil
DB00688	Sinusitis	9.8	16.5	26.0	Mycophenolate mofetil
DB00688	Skin disorder	8.7	10.6	12.5	Mycophenolate mofetil
DB00688	Somnolence	10.4	10.75	11.1	Mycophenolate mofetil
DB00688	Sweating	10.1	10.45	10.8	Mycophenolate mofetil
DB00688	Tachycardia	15.7	18.95	22.0	Mycophenolate mofetil
DB00688	Tension	9.0	10.25	11.4	Mycophenolate mofetil
DB00688	Thrombocytopenia	3.5	15.95	42.2	Mycophenolate mofetil
DB00688	Tremor	2.1	17.5888888889	35.5	Mycophenolate mofetil
DB00688	Urinary tract infection	4.2	16.428571428599998	37.2	Mycophenolate mofetil
DB00688	Viraemia	10.0	12.5714285714	14.1	Mycophenolate mofetil
DB00688	Vomiting	1.2	11.68	33.9	Mycophenolate mofetil
DB00688	Weight increased	15.2	15.4	15.6	Mycophenolate mofetil
DB00692	Bradycardia	1.67	1.715	1.76	Phentolamine
DB00692	Headache	3.11	3.51	3.9	Phentolamine
DB00692	Injection site pain	3.9	5.115	6.02	Phentolamine
DB00692	Post procedural pain	3.61	5.4975	6.41	Phentolamine
DB00692	Procedural pain	3.61	5.4975	6.41	Phentolamine
DB00692	Tachycardia	4.55	5.37	5.99	Phentolamine
DB00694	Abdominal pain	3.0	12.5	23.0	Daunorubicin
DB00694	Abnormal vision	2.0	2.5	3.0	Daunorubicin
DB00694	Alopecia	8.0	22.0	36.0	Daunorubicin
DB00694	Anorectal discomfort	1.0	2.5	4.0	Daunorubicin
DB00694	Anorexia	2.0	16.3333333333	26.0	Daunorubicin
DB00694	Arthralgia	6.0	6.5	7.0	Daunorubicin
DB00694	Asthenia	6.0	25.0	44.0	Daunorubicin
DB00694	Back pain	8.0	12.0	16.0	Daunorubicin
DB00694	Body temperature increased	5.0	32.0	49.0	Daunorubicin
DB00694	Chest pain	1.0	5.666666666669999	9.0	Daunorubicin
DB00694	Chills	19.0	21.0	23.0	Daunorubicin
DB00694	Constipation	7.0	12.5	18.0	Daunorubicin
DB00694	Cough	2.0	15.666666666700001	26.0	Daunorubicin
DB00694	Decreased appetite	2.0	16.3333333333	26.0	Daunorubicin
DB00694	Depression	3.0	5.33333333333	7.0	Daunorubicin
DB00694	Diarrhoea	4.0	18.25	34.0	Daunorubicin
DB00694	Discomfort	1.0	7.0	11.0	Daunorubicin
DB00694	Dizziness	8.0	8.5	9.0	Daunorubicin
DB00694	Dyspnoea	3.0	14.333333333299999	23.0	Daunorubicin
DB00694	Fatigue	6.0	25.0	44.0	Daunorubicin
DB00694	Feeling abnormal	1.0	7.0	11.0	Daunorubicin
DB00694	Gastrointestinal pain	3.0	12.5	23.0	Daunorubicin
DB00694	Headache	2.0	12.5	23.0	Daunorubicin
DB00694	Hyperhidrosis	2.0	7.0	12.0	Daunorubicin
DB00694	Hypersensitivity	2.0	11.25	21.0	Daunorubicin
DB00694	Ill-defined disorder	1.0	7.0	11.0	Daunorubicin
DB00694	Influenza like illness	5.0	5.0	5.0	Daunorubicin
DB00694	Influenza-like symptoms	5.0	5.0	5.0	Daunorubicin
DB00694	Insomnia	6.0	10.0	14.0	Daunorubicin
DB00694	Malaise	1.0	13.625	40.0	Daunorubicin
DB00694	Musculoskeletal discomfort	6.0	8.0	12.0	Daunorubicin
DB00694	Myalgia	7.0	9.5	12.0	Daunorubicin
DB00694	Nausea	3.0	26.0	51.0	Daunorubicin
DB00694	Neuropathy	1.0	14.0	41.0	Daunorubicin
DB00694	Neuropathy peripheral	1.0	14.0	41.0	Daunorubicin
DB00694	Neutropenia	5.0	22.75	36.0	Daunorubicin
DB00694	Oedema	1.0	5.0	9.0	Daunorubicin
DB00694	Opportunistic infection	27.0	33.5	40.0	Daunorubicin
DB00694	Proctalgia	1.0	2.5	4.0	Daunorubicin
DB00694	Pruritus	7.0	10.5	14.0	Daunorubicin
DB00694	Rectal tenesmus	1.0	2.5	4.0	Daunorubicin
DB00694	Rhinitis	6.0	9.0	12.0	Daunorubicin
DB00694	Rigors	19.0	21.0	23.0	Daunorubicin
DB00694	Sickness	27.0	33.5	40.0	Daunorubicin
DB00694	Sinusitis	1.0	4.66666666667	8.0	Daunorubicin
DB00694	Stomatitis	1.0	6.0	9.0	Daunorubicin
DB00694	Sweating increased	2.0	7.0	12.0	Daunorubicin
DB00694	Visual impairment	2.0	2.5	3.0	Daunorubicin
DB00694	Vomiting	2.0	27.2	85.0	Daunorubicin
DB00697	Alanine aminotransferase increased	3.0	3.0	3.0	Tizanidine
DB00697	Amblyopia	3.0	3.0	3.0	Tizanidine
DB00697	Asthenia	41.0	59.0	78.0	Tizanidine
DB00697	Bradycardia	2.0	6.0	10.0	Tizanidine
DB00697	Constipation	4.0	4.0	4.0	Tizanidine
DB00697	Dizziness	2.0	21.25	45.0	Tizanidine
DB00697	Dry mouth	3.0	54.0	88.0	Tizanidine
DB00697	Dyskinesia	3.0	3.0	3.0	Tizanidine
DB00697	Fatigue	41.0	41.0	41.0	Tizanidine
DB00697	Flu symptoms	3.0	3.0	3.0	Tizanidine
DB00697	Hypotension	16.0	24.5	33.0	Tizanidine
DB00697	Infection	6.0	6.0	6.0	Tizanidine
DB00697	Influenza	3.0	3.0	3.0	Tizanidine
DB00697	Liver function test abnormal	3.0	3.0	3.0	Tizanidine
DB00697	Nervousness	3.0	3.0	3.0	Tizanidine
DB00697	Pharyngitis	3.0	3.0	3.0	Tizanidine
DB00697	Pollakiuria	3.0	3.0	3.0	Tizanidine
DB00697	Rhinitis	3.0	3.0	3.0	Tizanidine
DB00697	Somnolence	3.0	55.25	92.0	Tizanidine
DB00697	Speech disorder	3.0	3.0	3.0	Tizanidine
DB00697	Tension	3.0	3.0	3.0	Tizanidine
DB00697	Vision blurred	3.0	3.0	3.0	Tizanidine
DB00697	Vomiting	3.0	3.0	3.0	Tizanidine
DB00698	Flatulence	1.5	1.5	1.5	Nitrofurantoin
DB00698	Headache	6.0	6.0	6.0	Nitrofurantoin
DB00698	Nausea	8.0	8.0	8.0	Nitrofurantoin
DB00700	Abdominal pain	1.0	1.0	1.0	Eplerenone
DB00700	Albuminuria	1.0	1.0	1.0	Eplerenone
DB00700	Asthenia	2.0	2.0	2.0	Eplerenone
DB00700	Blood triglycerides increased	1.0	1.0	1.0	Eplerenone
DB00700	Cough	2.0	2.0	2.0	Eplerenone
DB00700	Diabetes mellitus	15.9	20.76	26.0	Eplerenone
DB00700	Diarrhoea	2.0	2.0	2.0	Eplerenone
DB00700	Dizziness	3.0	3.0	3.0	Eplerenone
DB00700	Fatigue	2.0	2.0	2.0	Eplerenone
DB00700	Gastrointestinal pain	1.0	1.0	1.0	Eplerenone
DB00700	Hypercholesterolaemia	1.0	1.0	1.0	Eplerenone
DB00700	Hypertriglyceridaemia	1.0	1.0	1.0	Eplerenone
DB00700	Influenza like illness	2.0	2.0	2.0	Eplerenone
DB00700	Influenza-like symptoms	2.0	2.0	2.0	Eplerenone
DB00700	Protein urine present	15.9	19.9666666667	26.0	Eplerenone
DB00700	Proteinuria	15.9	19.9666666667	26.0	Eplerenone
DB00701	Abdominal pain	1.0	1.5	2.0	Amprenavir
DB00701	Affective disorder	4.0	8.0	13.0	Amprenavir
DB00701	Asthenia	1.0	1.5	2.0	Amprenavir
DB00701	Blood triglycerides increased	40.0	48.75	56.0	Amprenavir
DB00701	Dermatitis	2.0	10.857142857100001	20.0	Amprenavir
DB00701	Diarrhoea	5.0	38.3125	60.0	Amprenavir
DB00701	Fatigue	1.0	1.5	2.0	Amprenavir
DB00701	Gastrointestinal pain	1.0	1.5	2.0	Amprenavir
DB00701	Headache	2.0	3.0	4.0	Amprenavir
DB00701	Hypercholesterolaemia	9.0	11.75	15.0	Amprenavir
DB00701	Hyperglycaemia	41.0	49.0	58.0	Amprenavir
DB00701	Hypertriglyceridaemia	40.0	48.75	56.0	Amprenavir
DB00701	Loose stools	32.0	47.25	60.0	Amprenavir
DB00701	Nausea	4.0	5.33333333333	7.0	Amprenavir
DB00701	Paraesthesia	1.0	13.625	31.0	Amprenavir
DB00701	Rash	2.0	10.857142857100001	20.0	Amprenavir
DB00701	Taste disorders	1.0	4.5	8.0	Amprenavir
DB00701	Vomiting	2.0	12.2	24.0	Amprenavir
DB00704	Anxiety	2.0	2.0	2.0	Naltrexone
DB00704	Asthenia	4.0	4.0	4.0	Naltrexone
DB00704	Dizziness	4.0	4.0	4.0	Naltrexone
DB00704	Fatigue	4.0	4.0	4.0	Naltrexone
DB00704	Headache	1.0	4.0	7.0	Naltrexone
DB00704	Injection site reaction	3.0	3.0	3.0	Naltrexone
DB00704	Insomnia	3.0	3.0	3.0	Naltrexone
DB00704	Nausea	2.0	6.0	10.0	Naltrexone
DB00704	Nervousness	4.0	4.0	4.0	Naltrexone
DB00704	Somnolence	2.0	2.0	2.0	Naltrexone
DB00704	Tension	4.0	4.0	4.0	Naltrexone
DB00704	Vomiting	3.0	3.0	3.0	Naltrexone
DB00705	Dermatitis	3.16	13.64875	35.4	Delavirdine
DB00705	Hyperglycaemia	1.2	2.33333333333	4.1	Delavirdine
DB00705	Neutropenia	6.7	6.7	6.7	Delavirdine
DB00705	Rash	3.16	13.64875	35.4	Delavirdine
DB00705	Thrombocytopenia	1.4	1.4	1.4	Delavirdine
DB00706	Abdominal pain	3.4	3.4	3.4	Tamsulosin
DB00706	Abnormal ejaculation	1.94	9.102	18.1	Tamsulosin
DB00706	Accidental injury	2.1	2.1	2.1	Tamsulosin
DB00706	Angiopathy	2.12	2.12	2.12	Tamsulosin
DB00706	Arthralgia	3.0	3.0	3.0	Tamsulosin
DB00706	Arthritis	1.1	1.1	1.1	Tamsulosin
DB00706	Asthenia	6.1	7.5525	8.54	Tamsulosin
DB00706	Back pain	6.2	7.125	8.33	Tamsulosin
DB00706	Body temperature increased	1.0	1.0	1.0	Tamsulosin
DB00706	Breast disorder	3.33	3.64	3.95	Tamsulosin
DB00706	Cardiac disorder	2.22	2.24	2.26	Tamsulosin
DB00706	Chest pain	3.3	3.8375	4.07	Tamsulosin
DB00706	Connective tissue disorder	1.69	2.095	2.5	Tamsulosin
DB00706	Constipation	1.3	1.3	1.3	Tamsulosin
DB00706	Cough	3.1	3.59	4.47	Tamsulosin
DB00706	Cough increased	3.1	3.59	4.47	Tamsulosin
DB00706	Dermatitis	1.8	1.8	1.8	Tamsulosin
DB00706	Diarrhoea	4.27	5.2625	6.2	Tamsulosin
DB00706	Disturbance in sexual arousal	1.0	1.41	2.03	Tamsulosin
DB00706	Dizziness	1.3	8.97	17.1	Tamsulosin
DB00706	Dyspepsia	3.8	3.8	3.8	Tamsulosin
DB00706	Dyspnoea	1.1	1.1	1.1	Tamsulosin
DB00706	Dysuria	1.2	1.2	1.2	Tamsulosin
DB00706	Ejaculation disorder	1.94	9.102	18.1	Tamsulosin
DB00706	Erectile dysfunction	1.2	1.2	1.2	Tamsulosin
DB00706	Gastrointestinal disorder	3.89	4.345	4.8	Tamsulosin
DB00706	Gastrointestinal pain	3.4	3.4	3.4	Tamsulosin
DB00706	Headache	14.7	18.6	21.1	Tamsulosin
DB00706	Hyperhidrosis	1.1	1.1	1.1	Tamsulosin
DB00706	Hypertonia	1.1	1.1	1.1	Tamsulosin
DB00706	Infection	4.51	7.788333333330001	10.8	Tamsulosin
DB00706	Infestation	4.51	5.035	5.56	Tamsulosin
DB00706	Infestation NOS	4.51	5.035	5.56	Tamsulosin
DB00706	Influenza	2.1	2.1	2.1	Tamsulosin
DB00706	Injury	2.1	2.1	2.1	Tamsulosin
DB00706	Insomnia	1.42	1.9775	2.4	Tamsulosin
DB00706	Libido decreased	1.0	1.41	2.03	Tamsulosin
DB00706	Lung disorder	1.1	1.1	1.1	Tamsulosin
DB00706	Mediastinal disorder	2.78	2.8	2.82	Tamsulosin
DB00706	Musculoskeletal discomfort	1.7	2.35	3.0	Tamsulosin
DB00706	Myalgia	1.7	1.7	1.7	Tamsulosin
DB00706	Nausea	2.59	3.01666666667	3.86	Tamsulosin
DB00706	Neck pain	1.0	1.0	1.0	Tamsulosin
DB00706	Nervous system disorder	3.06	3.575	4.09	Tamsulosin
DB00706	Pain	7.6	7.6	7.6	Tamsulosin
DB00706	Pharyngitis	4.3	5.24	5.8	Tamsulosin
DB00706	Pruritus	1.0	1.0	1.0	Tamsulosin
DB00706	Rash	1.8	1.8	1.8	Tamsulosin
DB00706	Rhinitis	11.6	13.925	17.9	Tamsulosin
DB00706	Sinusitis	2.1	2.5375	3.66	Tamsulosin
DB00706	Somnolence	2.5	3.19	4.27	Tamsulosin
DB00706	Sweating	1.1	1.1	1.1	Tamsulosin
DB00706	Tooth disorder	1.1	1.3825	2.03	Tamsulosin
DB00706	Urinary tract infection	1.5	1.5	1.5	Tamsulosin
DB00706	Vision blurred	2.03	2.03	2.03	Tamsulosin
DB00708	Body temperature increased	1.0	1.0	1.0	Sufentanil
DB00708	Bradycardia	3.0	3.0	3.0	Sufentanil
DB00708	Chills	2.0	2.0	2.0	Sufentanil
DB00708	Dizziness	2.0	2.0	2.0	Sufentanil
DB00708	Euphoric mood	2.0	2.0	2.0	Sufentanil
DB00708	Hypertension	3.0	3.0	3.0	Sufentanil
DB00708	Hypotension	2.0	4.5	7.0	Sufentanil
DB00708	Injection site pain	1.0	1.0	1.0	Sufentanil
DB00708	Miosis	1.0	1.0	1.0	Sufentanil
DB00708	Muscle rigidity	3.0	3.0	3.0	Sufentanil
DB00708	Pruritus	25.0	25.0	25.0	Sufentanil
DB00708	Shivering	2.0	2.0	2.0	Sufentanil
DB00708	Urinary incontinence	1.0	1.0	1.0	Sufentanil
DB00709	Abdominal cramps	3.0	3.0	3.0	Lamivudine
DB00709	Abdominal discomfort	4.1	9.844	17.4	Lamivudine
DB00709	Abdominal distension	3.0	3.0	3.0	Lamivudine
DB00709	Abdominal pain	3.0	8.333333333330001	11.0	Lamivudine
DB00709	Acne	3.5	6.45	11.6	Lamivudine
DB00709	Affective disorder	1.0	1.0	1.0	Lamivudine
DB00709	Anaemia	1.0	2.2	4.0	Lamivudine
DB00709	Anorexia	7.0	9.0	11.0	Lamivudine
DB00709	Arthralgia	5.0	5.0	5.0	Lamivudine
DB00709	Asthenia	1.0	15.725999999999999	26.0	Lamivudine
DB00709	Blood creatine phosphokinase increased	9.0	9.0	9.0	Lamivudine
DB00709	Body temperature increased	6.0	20.4666666667	32.0	Lamivudine
DB00709	Breath sounds abnormal	7.0	8.3	9.0	Lamivudine
DB00709	Bronchitis	4.7	6.325	10.0	Lamivudine
DB00709	Chills	12.0	12.0	12.0	Lamivudine
DB00709	Cough	9.72	13.653333333299999	18.0	Lamivudine
DB00709	Creatine phosphokinase increased	9.0	9.0	9.0	Lamivudine
DB00709	Decreased appetite	7.0	8.0	11.0	Lamivudine
DB00709	Depression	4.0	4.0	4.0	Lamivudine
DB00709	Depressive disorder	4.0	4.0	4.0	Lamivudine
DB00709	Dermatitis	1.0	8.29	14.0	Lamivudine
DB00709	Diarrhoea	2.62	10.228	22.0	Lamivudine
DB00709	Discomfort	3.66	12.9115789474	26.0	Lamivudine
DB00709	Dizziness	3.9	6.85	10.4	Lamivudine
DB00709	Dry mouth	2.0	2.0	2.0	Lamivudine
DB00709	Dyspepsia	2.0	3.5	5.0	Lamivudine
DB00709	Dysthymic disorder	4.0	4.0	4.0	Lamivudine
DB00709	Fatigue	1.0	17.21	26.0	Lamivudine
DB00709	Feeling abnormal	3.66	16.608571428599998	26.0	Lamivudine
DB00709	Flatulence	4.0	4.0	4.0	Lamivudine
DB00709	Folliculitis	3.5	6.45	11.6	Lamivudine
DB00709	Fungal skin infection	4.1	5.7	7.0	Lamivudine
DB00709	Gas	4.0	4.0	4.0	Lamivudine
DB00709	Gastrointestinal discomfort	4.1	5.575	7.2	Lamivudine
DB00709	Gastrointestinal infection	5.2	8.275	14.0	Lamivudine
DB00709	Gastrointestinal pain	11.0	17.0	20.0	Lamivudine
DB00709	Headache	5.0	24.146	42.0	Lamivudine
DB00709	Hepatomegaly	10.6	10.8	11.0	Lamivudine
DB00709	Hyperhidrosis	1.0	5.38	7.6	Lamivudine
DB00709	Ill-defined disorder	3.66	16.608571428599998	26.0	Lamivudine
DB00709	Infection	6.9	11.16	25.0	Lamivudine
DB00709	Inflammation	1.7	3.55	5.2	Lamivudine
DB00709	Insomnia	7.0	7.0	7.0	Lamivudine
DB00709	Liver function test abnormal	3.66	3.66	3.66	Lamivudine
DB00709	Lymphadenopathy	9.0	10.4666666667	11.4	Lamivudine
DB00709	Malaise	3.66	16.608571428599998	26.0	Lamivudine
DB00709	Mouth ulceration	1.0	1.0	1.0	Lamivudine
DB00709	Musculoskeletal discomfort	2.0	6.02857142857	11.6	Lamivudine
DB00709	Musculoskeletal pain	7.74	12.094285714300002	22.1	Lamivudine
DB00709	Myalgia	2.0	6.2	11.6	Lamivudine
DB00709	Nasopharyngitis	8.0	9.86666666667	11.0	Lamivudine
DB00709	Nausea	2.0	14.3927272727	46.0	Lamivudine
DB00709	Neuropathy	8.5	13.55	23.3	Lamivudine
DB00709	Neuropathy peripheral	8.5	13.55	23.3	Lamivudine
DB00709	Neutropenia	3.0	5.8	8.0	Lamivudine
DB00709	Oropharyngeal discomfort	13.0	13.0	13.0	Lamivudine
DB00709	Oropharyngeal pain	13.0	13.0	13.0	Lamivudine
DB00709	Other sleep disturbances	7.0	7.0	7.0	Lamivudine
DB00709	Pain	2.0	9.85739130435	22.1	Lamivudine
